Category,Number of Records,Order Date,Sales Target,Segment
Technology,1,09-11-2017,1342,Consumer
Furniture,1,11-11-2017,2237,Consumer
Office Supplies,1,11-11-2017,680,Consumer
Office Supplies,1,11-11-2017,214,Corporate
Technology,1,11-11-2017,2069,Consumer
Technology,1,11-11-2017,363,Home Office
Office Supplies,1,12-11-2017,377,Consumer
Office Supplies,1,12-11-2017,279,Corporate
Office Supplies,1,12-11-2017,167,Home Office
Technology,1,12-11-2017,341,Corporate
Technology,1,12-11-2017,194,Home Office
Furniture,1,13-11-2017,3274,Corporate
Office Supplies,1,13-11-2017,1758,Consumer
Office Supplies,1,13-11-2017,656,Corporate
Office Supplies,1,13-11-2017,107,Home Office
Technology,1,13-11-2017,227,Consumer
Technology,1,13-11-2017,319,Corporate
Office Supplies,1,14-11-2017,519,Consumer
Office Supplies,1,14-11-2017,861,Corporate
Technology,1,14-11-2017,381,Consumer
Furniture,1,15-11-2017,605,Consumer
Furniture,1,15-11-2017,1297,Corporate
Office Supplies,1,15-11-2017,1257,Consumer
Technology,1,15-11-2017,1020,Home Office
Furniture,1,16-11-2017,738,Consumer
Furniture,1,16-11-2017,395,Corporate
Office Supplies,1,16-11-2017,533,Corporate
Technology,1,16-11-2017,559,Consumer
Technology,1,16-11-2017,200,Corporate
Office Supplies,1,17-11-2017,96,Corporate
Technology,1,17-11-2017,2038,Consumer
Furniture,1,18-11-2017,229,Corporate
Office Supplies,1,18-11-2017,1245,Consumer
Technology,1,18-11-2017,169,Corporate
Office Supplies,1,19-11-2017,50,Consumer
Office Supplies,1,19-11-2017,2217,Corporate
Office Supplies,1,19-11-2017,119,Home Office
Technology,1,19-11-2017,2987,Consumer
Technology,1,19-11-2017,2754,Corporate
Furniture,1,20-11-2017,11,Consumer
Furniture,1,20-11-2017,201,Corporate
Office Supplies,1,20-11-2017,41,Consumer
Office Supplies,1,20-11-2017,55,Corporate
Office Supplies,1,21-11-2017,170,Consumer
Technology,1,21-11-2017,2113,Consumer
Furniture,1,22-11-2017,1165,Consumer
Furniture,1,22-11-2017,48,Home Office
Office Supplies,1,22-11-2017,124,Consumer
Office Supplies,1,22-11-2017,5909,Corporate
Office Supplies,1,22-11-2017,215,Home Office
Technology,1,22-11-2017,1850,Corporate
Furniture,1,23-11-2017,1469,Corporate
Office Supplies,1,24-11-2017,505,Consumer
Office Supplies,1,24-11-2017,43,Corporate
Technology,1,24-11-2017,1473,Consumer
Furniture,1,25-11-2017,26,Consumer
Furniture,1,25-11-2017,135,Corporate
Office Supplies,1,25-11-2017,604,Consumer
Office Supplies,1,25-11-2017,2503,Corporate
Office Supplies,1,25-11-2017,68,Home Office
Technology,1,25-11-2017,144,Consumer
Technology,1,25-11-2017,589,Corporate
Furniture,1,26-11-2017,290,Consumer
Office Supplies,1,26-11-2017,127,Consumer
Office Supplies,1,26-11-2017,32,Home Office
Technology,1,26-11-2017,611,Consumer
Furniture,1,27-11-2017,2610,Consumer
Office Supplies,1,27-11-2017,173,Consumer
Technology,1,27-11-2017,231,Consumer
Furniture,1,28-11-2017,3965,Consumer
Office Supplies,1,28-11-2017,699,Consumer
Office Supplies,1,28-11-2017,179,Home Office
Technology,1,28-11-2017,438,Consumer
Technology,1,28-11-2017,285,Home Office
Furniture,1,29-11-2017,2857,Corporate
Office Supplies,1,29-11-2017,1467,Corporate
Technology,1,29-11-2017,194,Corporate
Furniture,1,30-11-2017,380,Consumer
Furniture,1,30-11-2017,185,Corporate
Office Supplies,1,30-11-2017,2944,Consumer
Technology,1,30-11-2017,872,Consumer
Office Supplies,1,01-12-2017,343,Corporate
Technology,1,01-12-2017,41,Corporate
Office Supplies,1,02-12-2017,34,Consumer
Office Supplies,1,02-12-2017,247,Corporate
Office Supplies,1,02-12-2017,2569,Home Office
Technology,1,02-12-2017,625,Consumer
Furniture,1,03-12-2017,1043,Consumer
Furniture,1,03-12-2017,768,Corporate
Office Supplies,1,03-12-2017,289,Consumer
Office Supplies,1,03-12-2017,54,Home Office
Technology,1,03-12-2017,2080,Consumer
Technology,1,03-12-2017,251,Corporate
Technology,1,03-12-2017,505,Home Office
Furniture,1,04-12-2017,850,Consumer
Furniture,1,04-12-2017,385,Home Office
Office Supplies,1,04-12-2017,856,Consumer
Office Supplies,1,04-12-2017,218,Corporate
Office Supplies,1,04-12-2017,109,Home Office
Technology,1,04-12-2017,365,Consumer
Furniture,1,05-12-2017,119,Corporate
Office Supplies,1,05-12-2017,46,Consumer
Office Supplies,1,05-12-2017,489,Home Office
Technology,1,05-12-2017,32,Consumer
Office Supplies,1,06-12-2017,38,Corporate
Office Supplies,1,06-12-2017,73,Home Office
Office Supplies,1,07-12-2017,640,Consumer
Office Supplies,1,07-12-2017,660,Corporate
Office Supplies,1,07-12-2017,164,Home Office
Technology,1,07-12-2017,201,Consumer
Technology,1,07-12-2017,130,Corporate
Furniture,1,09-12-2017,1420,Consumer
Office Supplies,1,09-12-2017,1126,Consumer
Office Supplies,1,09-12-2017,163,Corporate
Technology,1,09-12-2017,236,Corporate
Furniture,1,10-12-2017,1691,Corporate
Office Supplies,1,10-12-2017,811,Corporate
Office Supplies,1,10-12-2017,56,Home Office
Technology,1,10-12-2017,1167,Corporate
Office Supplies,1,11-12-2017,311,Consumer
Office Supplies,1,11-12-2017,83,Home Office
Technology,1,11-12-2017,386,Consumer
Technology,1,11-12-2017,428,Corporate
Furniture,1,12-12-2017,1162,Corporate
Office Supplies,1,12-12-2017,166,Consumer
Office Supplies,1,12-12-2017,194,Corporate
Office Supplies,1,12-12-2017,629,Home Office
Technology,1,12-12-2017,153,Corporate
Furniture,1,13-12-2017,1580,Consumer
Office Supplies,1,13-12-2017,57,Consumer
Office Supplies,1,13-12-2017,210,Corporate
Office Supplies,1,13-12-2017,155,Home Office
Technology,1,13-12-2017,994,Corporate
Furniture,1,14-12-2017,29,Consumer
Furniture,1,14-12-2017,786,Home Office
Office Supplies,1,14-12-2017,30,Home Office
Technology,1,14-12-2017,572,Home Office
Office Supplies,1,16-12-2017,600,Consumer
Office Supplies,1,16-12-2017,597,Corporate
Office Supplies,1,16-12-2017,309,Home Office
Technology,1,16-12-2017,310,Consumer
Technology,1,16-12-2017,1358,Home Office
Furniture,1,17-12-2017,208,Consumer
Office Supplies,1,17-12-2017,325,Consumer
Office Supplies,1,17-12-2017,2413,Corporate
Office Supplies,1,17-12-2017,98,Home Office
Technology,1,17-12-2017,1014,Consumer
Technology,1,17-12-2017,41,Corporate
Furniture,1,18-12-2017,1193,Consumer
Furniture,1,18-12-2017,286,Home Office
Office Supplies,1,18-12-2017,540,Consumer
Office Supplies,1,18-12-2017,124,Home Office
Technology,1,18-12-2017,4514,Consumer
Furniture,1,19-12-2017,190,Consumer
Office Supplies,1,19-12-2017,599,Consumer
Office Supplies,1,19-12-2017,279,Corporate
Office Supplies,1,19-12-2017,2036,Home Office
Technology,1,19-12-2017,369,Consumer
Furniture,1,20-12-2017,2455,Consumer
Furniture,1,20-12-2017,1725,Corporate
Furniture,1,20-12-2017,385,Home Office
Office Supplies,1,20-12-2017,450,Consumer
Office Supplies,1,20-12-2017,126,Corporate
Office Supplies,1,20-12-2017,607,Home Office
Technology,1,20-12-2017,226,Corporate
Furniture,1,23-12-2017,274,Corporate
Furniture,1,23-12-2017,127,Home Office
Office Supplies,1,23-12-2017,75,Consumer
Office Supplies,1,23-12-2017,11,Corporate
Office Supplies,1,23-12-2017,629,Home Office
Technology,1,23-12-2017,1725,Consumer
Furniture,1,24-12-2017,144,Consumer
Furniture,1,24-12-2017,572,Corporate
Office Supplies,1,24-12-2017,586,Consumer
Office Supplies,1,24-12-2017,457,Corporate
Technology,1,24-12-2017,114,Consumer
Technology,1,24-12-2017,289,Corporate
Furniture,1,25-12-2017,41,Consumer
Furniture,1,25-12-2017,15,Corporate
Office Supplies,1,25-12-2017,916,Consumer
Office Supplies,1,25-12-2017,85,Corporate
Technology,1,25-12-2017,1061,Consumer
Furniture,1,26-12-2017,235,Consumer
Furniture,1,26-12-2017,1475,Home Office
Office Supplies,1,26-12-2017,912,Consumer
Office Supplies,1,26-12-2017,22,Corporate
Office Supplies,1,26-12-2017,383,Home Office
Technology,1,26-12-2017,6062,Consumer
Office Supplies,1,27-12-2017,249,Consumer
Office Supplies,1,27-12-2017,450,Corporate
Technology,1,27-12-2017,231,Consumer
Technology,1,27-12-2017,783,Corporate
Technology,1,27-12-2017,91,Home Office
Furniture,1,28-12-2017,41,Consumer
Office Supplies,1,28-12-2017,12,Consumer
Furniture,1,30-12-2017,79,Consumer
Office Supplies,1,30-12-2017,397,Consumer
Office Supplies,1,30-12-2017,132,Home Office
Technology,1,30-12-2017,644,Corporate
Office Supplies,1,31-12-2017,705,Consumer
Office Supplies,1,31-12-2017,89,Corporate
Office Supplies,1,31-12-2017,93,Home Office
Technology,1,31-12-2017,3389,Consumer
Technology,1,31-12-2017,1907,Corporate
Technology,1,31-12-2017,720,Home Office
Office Supplies,1,01-01-2018,46,Consumer
Office Supplies,1,01-01-2018,389,Corporate
Technology,1,01-01-2018,909,Consumer
Office Supplies,1,02-01-2018,9,Home Office
Furniture,1,03-01-2018,354,Consumer
Office Supplies,1,03-01-2018,402,Consumer
Technology,1,03-01-2018,1804,Consumer
Office Supplies,1,04-01-2018,49,Consumer
Office Supplies,1,05-01-2018,248,Home Office
Furniture,1,06-01-2018,135,Consumer
Furniture,1,06-01-2018,1707,Home Office
Office Supplies,1,06-01-2018,371,Consumer
Office Supplies,1,06-01-2018,392,Corporate
Office Supplies,1,06-01-2018,635,Home Office
Technology,1,06-01-2018,1657,Consumer
Technology,1,06-01-2018,2071,Home Office
Office Supplies,1,07-01-2018,49,Home Office
Furniture,1,08-01-2018,777,Consumer
Furniture,1,08-01-2018,37,Corporate
Office Supplies,1,08-01-2018,175,Consumer
Office Supplies,1,08-01-2018,681,Corporate
Technology,1,08-01-2018,436,Consumer
Technology,1,08-01-2018,61,Corporate
Furniture,1,09-01-2018,1308,Corporate
Office Supplies,1,09-01-2018,201,Consumer
Office Supplies,1,09-01-2018,246,Corporate
Office Supplies,1,09-01-2018,29,Home Office
Technology,1,09-01-2018,3100,Corporate
Office Supplies,1,10-01-2018,564,Consumer
Technology,1,10-01-2018,1671,Corporate
Office Supplies,1,11-01-2018,2221,Consumer
Office Supplies,1,13-01-2018,523,Consumer
Technology,1,13-01-2018,1327,Consumer
Furniture,1,14-01-2018,104,Consumer
Furniture,1,14-01-2018,737,Corporate
Furniture,1,14-01-2018,359,Home Office
Office Supplies,1,14-01-2018,910,Consumer
Office Supplies,1,14-01-2018,30,Corporate
Office Supplies,1,14-01-2018,202,Home Office
Technology,1,14-01-2018,7754,Consumer
Technology,1,14-01-2018,75,Corporate
Technology,1,14-01-2018,377,Home Office
Furniture,1,15-01-2018,52,Home Office
Office Supplies,1,15-01-2018,35,Consumer
Office Supplies,1,15-01-2018,297,Home Office
Technology,1,15-01-2018,521,Consumer
Technology,1,15-01-2018,115,Corporate
Technology,1,15-01-2018,370,Home Office
Office Supplies,1,16-01-2018,390,Consumer
Office Supplies,1,16-01-2018,98,Home Office
Technology,1,16-01-2018,49,Consumer
Technology,1,16-01-2018,153,Corporate
Office Supplies,1,17-01-2018,707,Consumer
Office Supplies,1,17-01-2018,728,Corporate
Office Supplies,1,18-01-2018,29,Consumer
Furniture,1,20-01-2018,597,Consumer
Office Supplies,1,20-01-2018,958,Consumer
Office Supplies,1,20-01-2018,2152,Corporate
Technology,1,20-01-2018,757,Consumer
Furniture,1,21-01-2018,102,Consumer
Furniture,1,21-01-2018,1974,Corporate
Office Supplies,1,21-01-2018,383,Consumer
Office Supplies,1,21-01-2018,191,Corporate
Technology,1,21-01-2018,840,Consumer
Technology,1,21-01-2018,697,Corporate
Furniture,1,22-01-2018,239,Consumer
Office Supplies,1,22-01-2018,893,Consumer
Office Supplies,1,22-01-2018,582,Corporate
Furniture,1,23-01-2018,191,Consumer
Office Supplies,1,23-01-2018,226,Consumer
Technology,1,23-01-2018,675,Consumer
Office Supplies,1,24-01-2018,337,Consumer
Office Supplies,1,24-01-2018,39,Corporate
Office Supplies,1,24-01-2018,613,Home Office
Office Supplies,1,25-01-2018,916,Consumer
Office Supplies,1,25-01-2018,111,Home Office
Furniture,1,26-01-2018,605,Corporate
Office Supplies,1,26-01-2018,122,Consumer
Office Supplies,1,26-01-2018,95,Corporate
Technology,1,26-01-2018,285,Corporate
Office Supplies,1,27-01-2018,603,Corporate
Furniture,1,28-01-2018,1052,Consumer
Office Supplies,1,28-01-2018,889,Consumer
Office Supplies,1,28-01-2018,116,Corporate
Technology,1,28-01-2018,499,Consumer
Furniture,1,29-01-2018,214,Corporate
Office Supplies,1,29-01-2018,426,Consumer
Office Supplies,1,29-01-2018,265,Corporate
Technology,1,29-01-2018,1787,Consumer
Technology,1,30-01-2018,1642,Consumer
Furniture,1,31-01-2018,125,Consumer
Office Supplies,1,31-01-2018,133,Consumer
Office Supplies,1,31-01-2018,47,Corporate
Office Supplies,1,31-01-2018,24,Home Office
Technology,1,31-01-2018,2103,Corporate
Office Supplies,1,01-02-2018,586,Consumer
Furniture,1,03-02-2018,288,Consumer
Office Supplies,1,03-02-2018,137,Consumer
Office Supplies,1,03-02-2018,64,Corporate
Office Supplies,1,03-02-2018,376,Home Office
Technology,1,03-02-2018,919,Consumer
Technology,1,03-02-2018,233,Home Office
Office Supplies,1,04-02-2018,6,Consumer
Furniture,1,05-02-2018,220,Consumer
Furniture,1,05-02-2018,698,Home Office
Office Supplies,1,05-02-2018,23,Consumer
Office Supplies,1,05-02-2018,377,Home Office
Furniture,1,06-02-2018,305,Home Office
Office Supplies,1,06-02-2018,1084,Consumer
Office Supplies,1,06-02-2018,112,Home Office
Technology,1,06-02-2018,490,Home Office
Furniture,1,07-02-2018,3032,Home Office
Office Supplies,1,07-02-2018,360,Consumer
Office Supplies,1,07-02-2018,295,Corporate
Office Supplies,1,07-02-2018,541,Home Office
Technology,1,07-02-2018,870,Consumer
Technology,1,07-02-2018,995,Corporate
Office Supplies,1,08-02-2018,33,Consumer
Office Supplies,1,08-02-2018,1532,Corporate
Furniture,1,10-02-2018,212,Consumer
Office Supplies,1,10-02-2018,47,Consumer
Office Supplies,1,10-02-2018,663,Corporate
Technology,1,10-02-2018,528,Corporate
Technology,1,10-02-2018,482,Home Office
Furniture,1,11-02-2018,703,Corporate
Office Supplies,1,11-02-2018,431,Consumer
Office Supplies,1,11-02-2018,3038,Corporate
Technology,1,11-02-2018,267,Consumer
Technology,1,11-02-2018,769,Corporate
Office Supplies,1,12-02-2018,10,Consumer
Technology,1,12-02-2018,1885,Consumer
Technology,1,13-02-2018,335,Corporate
Furniture,1,14-02-2018,488,Consumer
Furniture,1,14-02-2018,120,Corporate
Furniture,1,14-02-2018,1223,Home Office
Office Supplies,1,14-02-2018,1977,Consumer
Office Supplies,1,14-02-2018,650,Corporate
Office Supplies,1,14-02-2018,172,Home Office
Technology,1,14-02-2018,534,Corporate
Technology,1,14-02-2018,112,Home Office
Furniture,1,15-02-2018,246,Consumer
Office Supplies,1,15-02-2018,140,Consumer
Office Supplies,1,16-02-2018,44,Consumer
Technology,1,16-02-2018,193,Consumer
Furniture,1,17-02-2018,598,Consumer
Furniture,1,17-02-2018,1402,Corporate
Furniture,1,17-02-2018,339,Home Office
Office Supplies,1,17-02-2018,341,Consumer
Office Supplies,1,17-02-2018,29,Corporate
Office Supplies,1,17-02-2018,37,Home Office
Technology,1,17-02-2018,959,Consumer
Technology,1,17-02-2018,1061,Corporate
Technology,1,17-02-2018,620,Home Office
Furniture,1,19-02-2018,859,Consumer
Office Supplies,1,19-02-2018,560,Consumer
Technology,1,19-02-2018,1018,Consumer
Furniture,1,20-02-2018,117,Home Office
Office Supplies,1,20-02-2018,151,Consumer
Technology,1,20-02-2018,408,Consumer
Technology,1,20-02-2018,717,Corporate
Office Supplies,1,21-02-2018,193,Corporate
Office Supplies,1,21-02-2018,26,Home Office
Technology,1,21-02-2018,1372,Corporate
Office Supplies,1,22-02-2018,104,Consumer
Office Supplies,1,22-02-2018,954,Home Office
Office Supplies,1,23-02-2018,107,Home Office
Furniture,1,24-02-2018,959,Consumer
Office Supplies,1,24-02-2018,140,Consumer
Office Supplies,1,24-02-2018,1414,Corporate
Technology,1,24-02-2018,1311,Consumer
Furniture,1,25-02-2018,1702,Consumer
Office Supplies,1,25-02-2018,289,Consumer
Office Supplies,1,25-02-2018,334,Corporate
Technology,1,25-02-2018,287,Consumer
Technology,1,25-02-2018,1527,Corporate
Office Supplies,1,26-02-2018,165,Consumer
Office Supplies,1,26-02-2018,47,Corporate
Office Supplies,1,26-02-2018,39,Home Office
Technology,1,26-02-2018,336,Consumer
Office Supplies,1,27-02-2018,1547,Consumer
Office Supplies,1,27-02-2018,67,Corporate
Technology,1,27-02-2018,1175,Consumer
Furniture,1,28-02-2018,57,Corporate
Office Supplies,1,28-02-2018,375,Consumer
Office Supplies,1,28-02-2018,837,Corporate
Technology,1,28-02-2018,335,Consumer
Technology,1,28-02-2018,182,Corporate
Office Supplies,1,03-03-2018,219,Consumer
Office Supplies,1,03-03-2018,109,Corporate
Technology,1,03-03-2018,213,Consumer
Technology,1,03-03-2018,112,Corporate
Office Supplies,1,04-03-2018,535,Consumer
Office Supplies,1,04-03-2018,214,Corporate
Technology,1,04-03-2018,565,Consumer
Technology,1,04-03-2018,1432,Corporate
Furniture,1,05-03-2018,402,Home Office
Office Supplies,1,05-03-2018,526,Consumer
Office Supplies,1,05-03-2018,425,Home Office
Technology,1,05-03-2018,729,Consumer
Furniture,1,06-03-2018,958,Corporate
Office Supplies,1,06-03-2018,237,Consumer
Office Supplies,1,06-03-2018,191,Corporate
Technology,1,06-03-2018,558,Consumer
Technology,1,06-03-2018,514,Corporate
Office Supplies,1,08-03-2018,1024,Consumer
Office Supplies,1,08-03-2018,516,Corporate
Technology,1,08-03-2018,385,Consumer
Office Supplies,1,10-03-2018,176,Consumer
Office Supplies,1,10-03-2018,45,Corporate
Office Supplies,1,10-03-2018,50,Home Office
Technology,1,10-03-2018,726,Consumer
Office Supplies,1,11-03-2018,127,Consumer
Furniture,1,12-03-2018,251,Consumer
Furniture,1,12-03-2018,467,Home Office
Office Supplies,1,12-03-2018,126,Consumer
Office Supplies,1,12-03-2018,585,Home Office
Technology,1,12-03-2018,454,Consumer
Furniture,1,13-03-2018,1118,Corporate
Office Supplies,1,13-03-2018,120,Corporate
Technology,1,13-03-2018,283,Corporate
Furniture,1,14-03-2018,1420,Consumer
Office Supplies,1,14-03-2018,87,Consumer
Office Supplies,1,15-03-2018,316,Consumer
Office Supplies,1,15-03-2018,1015,Corporate
Office Supplies,1,15-03-2018,103,Home Office
Technology,1,15-03-2018,935,Corporate
Technology,1,15-03-2018,190,Home Office
Office Supplies,1,17-03-2018,218,Consumer
Office Supplies,1,17-03-2018,244,Corporate
Office Supplies,1,17-03-2018,525,Home Office
Technology,1,17-03-2018,153,Consumer
Technology,1,17-03-2018,1582,Corporate
Technology,1,17-03-2018,916,Home Office
Furniture,1,18-03-2018,601,Consumer
Office Supplies,1,18-03-2018,170,Consumer
Office Supplies,1,18-03-2018,199,Corporate
Office Supplies,1,18-03-2018,164,Home Office
Technology,1,18-03-2018,2737,Corporate
Furniture,1,19-03-2018,969,Consumer
Furniture,1,19-03-2018,225,Corporate
Office Supplies,1,19-03-2018,958,Consumer
Office Supplies,1,19-03-2018,73,Home Office
Office Supplies,1,20-03-2018,189,Consumer
Furniture,1,21-03-2018,36,Consumer
Furniture,1,21-03-2018,2113,Home Office
Office Supplies,1,21-03-2018,627,Home Office
Technology,1,21-03-2018,123,Consumer
Office Supplies,1,22-03-2018,108,Consumer
Office Supplies,1,23-03-2018,240,Consumer
Office Supplies,1,24-03-2018,564,Corporate
Furniture,1,25-03-2018,531,Consumer
Furniture,1,25-03-2018,2040,Corporate
Office Supplies,1,25-03-2018,863,Consumer
Office Supplies,1,25-03-2018,534,Corporate
Office Supplies,1,25-03-2018,282,Home Office
Office Supplies,1,26-03-2018,261,Consumer
Technology,1,26-03-2018,795,Corporate
Office Supplies,1,27-03-2018,38,Consumer
Office Supplies,1,27-03-2018,62,Corporate
Office Supplies,1,28-03-2018,670,Consumer
Office Supplies,1,28-03-2018,41,Corporate
Office Supplies,1,28-03-2018,1215,Home Office
Technology,1,28-03-2018,634,Consumer
Technology,1,28-03-2018,286,Corporate
Technology,1,28-03-2018,531,Home Office
Office Supplies,1,29-03-2018,34,Corporate
Office Supplies,1,29-03-2018,199,Home Office
Furniture,1,31-03-2018,2921,Consumer
Furniture,1,31-03-2018,746,Corporate
Office Supplies,1,31-03-2018,1107,Consumer
Office Supplies,1,31-03-2018,1027,Corporate
Technology,1,31-03-2018,113,Corporate
Office Supplies,1,01-04-2018,39,Consumer
Technology,1,01-04-2018,2002,Consumer
Furniture,1,02-04-2018,1064,Home Office
Office Supplies,1,02-04-2018,1480,Consumer
Office Supplies,1,02-04-2018,45,Corporate
